#First two columns are conformal time, the other three columns are tau0*tau0*r*Dl*Window1*Window2
#tau1     tau2      D2_integrand      D9_integrand      D42_integrand
9957.4      9876.27      2.86752e-11      -6.48103e-11      -2.82414e-10
9943.95      9862.56      1.60729e-11      -3.91363e-11      -1.67602e-10
9930.5      9848.85      8.87147e-12      -2.33526e-11      -9.83101e-11
9917.05      9835.14      4.83111e-12      -1.37923e-11      -5.70768e-11
9903.6      9821.44      2.58796e-12      -8.04762e-12      -3.27507e-11
9890.15      9807.73      1.3627e-12      -4.64102e-12      -1.85817e-11
9876.7      9794.02      7.04509e-13      -2.64342e-12      -1.04135e-11
9863.25      9780.31      3.57796e-13      -1.48968e-12      -5.77522e-12
9849.8      9766.6      1.77991e-13      -8.28938e-13      -3.16299e-12
9836.35      9752.89      8.65562e-14      -4.55325e-13      -1.71023e-12
9822.9      9739.18      4.10507e-14      -2.47114e-13      -9.13953e-13
9809.45      9725.47      1.89739e-14      -1.32652e-13      -4.83284e-13
9796      9711.76      8.50518e-15      -7.02226e-14      -2.5219e-13
9782.55      9698.05      3.66423e-15      -3.66709e-14      -1.2984e-13
9769.1      9684.34      1.50091e-15      -1.88855e-14      -6.59339e-14
11771.5      11728.6      0      0      0
11758      11714.9      4.99391e-09      2.7783e-09      -2.29037e-09
11744.5      11701.2      6.71941e-09      3.72973e-09      -3.12563e-09
11731.1      11687.5      9.01357e-09      4.99165e-09      -4.25359e-09
11717.6      11673.7      1.20541e-08      6.6598e-09      -5.77192e-09
11704.1      11660      1.60636e-08      8.85354e-09      -7.80574e-09
11690.6      11646.3      2.13362e-08      1.17292e-08      -1.05228e-08
11677.1      11632.6      2.82515e-08      1.5485e-08      -1.41443e-08
11663.7      11618.9      3.72751e-08      2.0371e-08      -1.89504e-08
11650.2      11605.1      4.90222e-08      2.67107e-08      -2.53097e-08
11636.7      11591.4      6.42526e-08      3.49001e-08      -3.36963e-08
11623.2      11577.7      8.39353e-08      4.54382e-08      -4.47157e-08
11609.7      11564      1.09245e-07      5.89355e-08      -5.91362e-08
11596.3      11550.3      1.41843e-07      7.63203e-08      -7.7792e-08
11582.8      11536.5      1.83619e-07      9.85599e-08      -1.01967e-07
11569.3      11522.8      2.36887e-07      1.26847e-07      -1.33205e-07
11555.8      11509.1      3.04473e-07      1.62612e-07      -1.7339e-07
11542.4      11495.4      3.89901e-07      2.07654e-07      -2.24895e-07
11528.9      11481.7      4.9749e-07      2.64214e-07      -2.90674e-07
11515.4      11467.9      6.32597e-07      3.34996e-07      -3.74445e-07
11501.9      11454.2      8.01448e-07      4.2309e-07      -4.80609e-07
11488.4      11440.5      1.01149e-06      5.32255e-07      -6.14528e-07
11475      11426.8      1.27177e-06      6.67075e-07      -7.82911e-07
11461.5      11413.1      1.59293e-06      8.32857e-07      -9.93873e-07
11448      11399.3      1.9874e-06      1.03569e-06      -1.25694e-06
11434.5      11385.6      2.47003e-06      1.28273e-06      -1.58367e-06
11421      11371.9      3.05798e-06      1.58223e-06      -1.98766e-06
11407.6      11358.2      3.77099e-06      1.94374e-06      -2.48527e-06
11394.1      11344.5      4.63082e-06      2.37804e-06      -3.09536e-06
11380.6      11330.7      5.66409e-06      2.89675e-06      -3.83977e-06
11367.1      11317      6.90404e-06      3.5162e-06      -4.74432e-06
11353.7      11303.3      8.38101e-06      4.25219e-06      -5.83893e-06
11340.2      11289.6      1.01319e-05      5.11855e-06      -7.1566e-06
11326.7      11275.9      1.21957e-05      6.13462e-06      -8.73764e-06
11313.2      11262.1      1.46181e-05      7.3201e-06      -1.06238e-05
11299.7      11248.4      1.74506e-05      8.69556e-06      -1.2866e-05
11286.3      11234.7      2.07397e-05      1.02833e-05      -1.55186e-05
11272.8      11221      2.45399e-05      1.21044e-05      -1.86388e-05
11259.3      11207.3      2.89072e-05      1.41826e-05      -2.22938e-05
11245.8      11193.5      3.3902e-05      1.65368e-05      -2.65516e-05
11232.3      11179.8      3.95891e-05      1.91877e-05      -3.149e-05
11218.9      11166.1      4.60173e-05      2.21596e-05      -3.71854e-05
11205.4      11152.4      5.32504e-05      2.54642e-05      -4.37185e-05
11191.9      11138.7      6.13308e-05      2.91233e-05      -5.11819e-05
11178.4      11124.9      7.03081e-05      3.31371e-05      -5.96462e-05
11164.9      11111.2      8.02333e-05      3.75051e-05      -6.91984e-05
11151.5      11097.5      9.11133e-05      4.22427e-05      -7.99275e-05
11138      11083.8      0.000103154      4.75064e-05      -9.17257e-05
11124.5      11070.1      0.000116416      5.33382e-05      -0.000104618
11111      11056.3      0.000130745      5.95922e-05      -0.000118756
11097.6      11042.6      0.000146126      6.62274e-05      -0.00013416
11084.1      11028.9      0.000162499      7.32273e-05      -0.000150853
11070.6      11015.2      0.000179802      8.05314e-05      -0.00016882
11057.1      11001.5      0.000197949      8.80797e-05      -0.000188023
11043.6      10987.7      0.000216814      9.58157e-05      -0.000208377
11030.2      10974      0.000236262      0.000103654      -0.000229794
11016.7      10960.3      0.000256101      0.000111527      -0.00025216
11003.2      10946.6      0.000276136      0.000119324      -0.000275304
10989.7      10932.9      0.000296157      0.000126936      -0.000299057
10976.2      10919.1      0.000315936      0.000134255      -0.00032319
10962.8      10905.4      0.000335216      0.000141177      -0.000347468
10949.3      10891.7      0.000353704      0.000147602      -0.000371615
10935.8      10878      0.000371153      0.000153399      -0.000395333
10922.3      10864.3      0.000387294      0.000158464      -0.000418338
10908.9      10850.5      0.000401915      0.000162802      -0.0004403
10895.4      10836.8      0.000414843      0.000166299      -0.000460862
10881.9      10823.1      0.000425669      0.000168901      -0.000479737
10868.4      10809.4      0.00043431      0.000170438      -0.000496577
10854.9      10795.7      0.000440603      0.000170905      -0.000511119
10841.5      10781.9      0.000444333      0.00017036      -0.000523118
10828      10768.2      0.000445428      0.000168745      -0.000532247
10814.5      10754.5      0.000443824      0.000166068      -0.000538395
10801      10740.8      0.00043958      0.000162339      -0.000541435
10787.5      10727.1      0.000432756      0.000157634      -0.000541259
10774.1      10713.3      0.000423398      0.000152054      -0.000537833
10760.6      10699.6      0.000411667      0.000145679      -0.000531204
10747.1      10685.9      0.000397717      0.000138624      -0.000521479
10733.6      10672.2      0.000381831      0.000130958      -0.00050878
10720.2      10658.5      0.000364235      0.000122825      -0.000493261
10706.7      10644.7      0.000345179      0.000114379      -0.00047523
10693.2      10631      0.000324997      0.000105723      -0.000454953
10679.7      10617.3      0.000304225      9.72373e-05      -0.000432571
10666.2      10603.6      0.000283206      8.91011e-05      -0.000408347
10652.8      10589.9      0.000261886      8.10148e-05      -0.000382941
10639.3      10576.1      0.000240541      7.31067e-05      -0.000356752
10625.8      10562.4      0.000219398      6.54857e-05      -0.000330161
10612.3      10548.7      0.000198735      5.81757e-05      -0.000303486
10598.8      10535      0.000178764      5.12624e-05      -0.000277083
10585.4      10521.3      0.000159665      4.48083e-05      -0.000251258
10571.9      10507.5      0.000141586      3.88387e-05      -0.000226248
10558.4      10493.8      0.000124651      3.3374e-05      -0.000202305
10544.9      10480.1      0.00010895      2.84192e-05      -0.000179629
10531.5      10466.4      9.45207e-05      2.39896e-05      -0.000158361
10518      10452.7      8.13898e-05      2.00672e-05      -0.000138604
10504.5      10438.9      6.95574e-05      1.66248e-05      -0.000120431
10491      10425.2      5.89916e-05      1.36396e-05      -0.000103876
10477.5      10411.5      4.9654e-05      1.10701e-05      -8.89325e-05
10464.1      10397.8      4.14681e-05      8.89406e-06      -7.55694e-05
10450.6      10384.1      3.43696e-05      7.07949e-06      -6.3727e-05
10437.1      10370.3      2.82788e-05      5.58715e-06      -5.33212e-05
10423.6      10356.6      2.30796e-05      4.35851e-06      -4.42709e-05
10410.1      10342.9      1.86827e-05      3.35921e-06      -3.64683e-05
10396.7      10329.2      1.50025e-05      2.55547e-06      -2.98094e-05
10383.2      10315.5      1.19476e-05      1.91784e-06      -2.41721e-05
10369.7      10301.7      9.43431e-06      1.41838e-06      -1.94438e-05
10356.2      10288      7.38646e-06      1.03166e-06      -1.55127e-05
10342.8      10274.3      5.73478e-06      7.37061e-07      -1.22763e-05
10329.3      10260.6      4.41416e-06      5.16464e-07      -9.6363e-06
10315.8      10246.9      3.36739e-06      3.53845e-07      -7.50017e-06
10302.3      10233.1      2.54597e-06      2.35627e-07      -5.7877e-06
10288.8      10219.4      1.90821e-06      1.51492e-07      -4.4292e-06
10275.4      10205.7      1.41733e-06      9.29624e-08      -3.36026e-06
10261.9      10192      1.04308e-06      5.34873e-08      -2.52729e-06
10248.4      10178.3      7.60419e-07      2.76877e-08      -1.8839e-06
10234.9      10164.5      5.49352e-07      1.13943e-08      -1.39226e-06
10221.4      10150.8      3.93409e-07      2.06295e-09      -1.01941e-06
10208      10137.1      2.79961e-07      -2.13146e-09      -7.38637e-07
10194.5      10123.4      1.97349e-07      -4.12111e-09      -5.30273e-07
10181      10109.7      1.37844e-07      -4.75961e-09      -3.77344e-07
10167.5      10095.9      9.53726e-08      -4.65865e-09      -2.65979e-07
10154.1      10082.2      6.53197e-08      -4.14135e-09      -1.85679e-07
10140.6      10068.5      4.42853e-08      -3.4766e-09      -1.28346e-07
10127.1      10054.8      2.9748e-08      -2.80228e-09      -8.79105e-08
10113.6      10041.1      1.97824e-08      -2.18302e-09      -5.96374e-08
10100.1      10027.3      1.30199e-08      -1.65604e-09      -4.00475e-08
10086.7      10013.6      8.47969e-09      -1.22488e-09      -2.66154e-08
10073.2      9999.9      5.46867e-09      -8.88089e-10      -1.75209e-08
10059.7      9986.18      3.48893e-09      -6.32139e-10      -1.14171e-08
10046.2      9972.46      2.20205e-09      -4.42385e-10      -7.36477e-09
10032.7      9958.74      1.37439e-09      -3.04778e-10      -4.69979e-09
10019.3      9945.02      8.4887e-10      -2.06762e-10      -2.97024e-09
10005.8      9931.3      5.1832e-10      -1.38179e-10      -1.85687e-09
9992.31      9917.58      3.12789e-10      -9.10425e-11      -1.14809e-09
9978.83      9903.86      1.86445e-10      -5.93122e-11      -7.02725e-10
9965.35      9890.14      1.09993e-10      -3.81177e-11      -4.25817e-10
9951.87      9876.42      6.41174e-11      -2.41247e-11      -2.55103e-10
9938.39      9862.7      3.69128e-11      -1.50351e-11      -1.51047e-10
9924.91      9848.98      2.0989e-11      -9.23678e-12      -8.83685e-11
9911.44      9835.26      1.18198e-11      -5.60908e-12      -5.1221e-11
9897.96      9821.54      6.57217e-12      -3.35626e-12      -2.93378e-11
9884.48      9807.82      3.60695e-12      -1.97937e-12      -1.65989e-11
9871      9794.1      1.95345e-12      -1.15057e-12      -9.27389e-12
9857.52      9780.38      1.04606e-12      -6.60703e-13      -5.12674e-12
9844.04      9766.66      5.53363e-13      -3.74504e-13      -2.80173e-12
9830.56      9752.94      2.88849e-13      -2.09319e-13      -1.51192e-12
9817.09      9739.22      1.48669e-13      -1.15288e-13      -8.05237e-13
9803.61      9725.5      7.56091e-14      -6.27198e-14      -4.2425e-13
9790.13      9711.78      3.79045e-14      -3.36313e-14      -2.20562e-13
9776.65      9698.06      1.87466e-14      -1.77927e-14      -1.13245e-13
9763.17      9684.34      9.13929e-15      -9.28041e-15      -5.73816e-14
11770      11730.1      0      0      0
11756.5      11716.4      5.73589e-09      3.46527e-09      -2.07538e-09
11743      11702.7      7.72799e-09      4.66176e-09      -2.83872e-09
11729.4      11688.9      1.03809e-08      6.2549e-09      -3.86644e-09
11715.9      11675.2      1.39112e-08      8.37338e-09      -5.24585e-09
11702.4      11661.5      1.85756e-08      1.11712e-08      -7.09476e-09
11688.9      11647.7      2.47188e-08      1.48498e-08      -9.56171e-09
11675.4      11634      3.27952e-08      1.96746e-08      -1.2852e-08
11661.9      11620.3      4.33753e-08      2.59894e-08      -1.72273e-08
11648.4      11606.6      5.71652e-08      3.42056e-08      -2.30101e-08
11634.9      11592.8      7.50673e-08      4.48551e-08      -3.0633e-08
11621.4      11579.1      9.82281e-08      5.86021e-08      -4.06387e-08
11607.9      11565.4      1.28161e-07      7.63392e-08      -5.3773e-08
11594.4      11551.6      1.66617e-07      9.90729e-08      -7.08947e-08
11580.9      11537.9      2.15811e-07      1.28097e-07      -9.31431e-08
11567.4      11524.2      2.78481e-07      1.6502e-07      -1.21937e-07
11553.9      11510.4      3.58145e-07      2.11796e-07      -1.59106e-07
11540.4      11496.7      4.58998e-07      2.70872e-07      -2.06979e-07
11526.9      11483      5.85993e-07      3.4511e-07      -2.68252e-07
11513.4      11469.3      7.45515e-07      4.38082e-07      -3.46288e-07
11499.9      11455.5      9.45801e-07      5.54904e-07      -4.44936e-07
11486.3      11441.8      1.19534e-06      7.00064e-07      -5.69427e-07
11472.8      11428.1      1.50521e-06      8.79973e-07      -7.263e-07
11459.3      11414.3      1.88791e-06      1.10187e-06      -9.23042e-07
11445.8      11400.6      2.35899e-06      1.37428e-06      -1.16878e-06
11432.3      11386.9      2.93572e-06      1.707e-06      -1.47426e-06
11418.8      11373.1      3.63887e-06      2.11141e-06      -1.85223e-06
11405.3      11359.4      4.49325e-06      2.60159e-06      -2.31891e-06
11391.8      11345.7      5.52607e-06      3.19281e-06      -2.89222e-06
11378.3      11332      6.76869e-06      3.90121e-06      -3.59293e-06
11364.8      11318.2      8.25653e-06      4.7466e-06      -4.44565e-06
11351.3      11304.5      1.003e-05      5.75123e-06      -5.47859e-06
11337.8      11290.8      1.21372e-05      6.94044e-06      -6.72678e-06
11324.3      11277      1.4624e-05      8.33986e-06      -8.22599e-06
11310.8      11263.3      1.75459e-05      9.97594e-06      -1.00157e-05
11297.3      11249.6      2.09612e-05      1.18817e-05      -1.21458e-05
11283.8      11235.8      2.4978e-05      1.41324e-05      -1.46304e-05
11270.3      11222.1      2.96433e-05      1.67404e-05      -1.75483e-05
11256.8      11208.4      3.50205e-05      1.97426e-05      -2.09597e-05
11243.3      11194.7      4.11955e-05      2.31731e-05      -2.49255e-05
11229.7      11180.9      4.82483e-05      2.7075e-05      -2.95178e-05
11216.2      11167.2      5.62528e-05      3.14903e-05      -3.48027e-05
11202.7      11153.5      6.5297e-05      3.64565e-05      -4.08585e-05
11189.2      11139.7      7.54454e-05      4.20135e-05      -4.77626e-05
11175.7      11126      8.67748e-05      4.81828e-05      -5.55813e-05
11162.2      11112.3      9.93413e-05      5.49901e-05      -6.4388e-05
